Time_Index,MA_natural_gas_turbine,MA_natural_gas_combined_cycle,MA_solar_pv,MA_onshore_wind,CT_natural_gas_turbine,CT_natural_gas_combined_cycle,CT_solar_pv,ME_natural_gas_turbine,ME_natural_gas_combined_cycle,ME_onshore_wind,ME_solar_pv,ME_battery,MA_fission,CT_fission,MA_battery,CT_battery,ME_battery,COAST_offshore_wind_fixed,COAST_offshore_wind_floating
199,0.9,0.9,0,0.539,0.9,0.9,0,0.9,0.9,0.255,0,0.9,0.9,0.9,1,1,1,0.689,0.689
200,0.9,0.9,0.01,0.528,0.9,0.9,0.01,0.9,0.9,0.264,0.009008,0.9,0.9,0.9,1,1,1,0.626,0.626
201,0.9,0.9,0.107,0.537,0.9,0.9,0.132,0.9,0.9,0.304,0.15037,0.9,0.9,0.9,1,1,1,0.459,0.459
202,0.9,0.9,0.283,0.542,0.9,0.9,0.332,0.9,0.9,0.298,0.360692,0.9,0.9,0.9,1,1,1,0.468,0.468
203,0.9,0.9,0.378,0.569,0.9,0.9,0.527,0.9,0.9,0.261,0.365869,0.9,0.9,0.9,1,1,1,0.477,0.477
204,0.9,0.9,0.468,0.312,0.9,0.9,0.586,0.9,0.9,0.217,0.288134,0.9,0.9,0.9,1,1,1,0.48,0.48
205,0.9,0.9,0.428,0.337,0.9,0.9,0.543,0.9,0.9,0.271,0.253231,0.9,0.9,0.9,1,1,1,0.681,0.681
206,0.9,0.9,0.314,0.399,0.9,0.9,0.411,0.9,0.9,0.233,0.26814,0.9,0.9,0.9,1,1,1,0.718,0.718
207,0.9,0.9,0.189,0.535,0.9,0.9,0.227,0.9,0.9,0.227,0.172234,0.9,0.9,0.9,1,1,1,0.782,0.782
208,0.9,0.9,0.075,0.325,0.9,0.9,0.096,0.9,0.9,0.349,0.044283,0.9,0.9,0.9,1,1,1,0.778,0.778
209,0.9,0.9,0.005,0.221,0.9,0.9,0.008,0.9,0.9,0.279,0.000795,0.9,0.9,0.9,1,1,1,0.717,0.717
210,0.9,0.9,0,0.225,0.9,0.9,0,0.9,0.9,0.251,0,0.9,0.9,0.9,1,1,1,0.784,0.784
211,0.9,0.9,0,0.203,0.9,0.9,0,0.9,0.9,0.216,0,0.9,0.9,0.9,1,1,1,0.882,0.882
212,0.9,0.9,0,0.335,0.9,0.9,0,0.9,0.9,0.175,0,0.9,0.9,0.9,1,1,1,0.947,0.947
213,0.9,0.9,0,0.425,0.9,0.9,0,0.9,0.9,0.212,0,0.9,0.9,0.9,1,1,1,0.969,0.969
214,0.9,0.9,0,0.564,0.9,0.9,0,0.9,0.9,0.259,0,0.9,0.9,0.9,1,1,1,0.971,0.971
215,0.9,0.9,0,0.577,0.9,0.9,0,0.9,0.9,0.307,0,0.9,0.9,0.9,1,1,1,0.969,0.969
216,0.9,0.9,0,0.569,0.9,0.9,0,0.9,0.9,0.323,0,0.9,0.9,0.9,1,1,1,0.926,0.926
217,0.9,0.9,0,0.56,0.9,0.9,0,0.9,0.9,0.267,0,0.9,0.9,0.9,1,1,1,0.897,0.897
218,0.9,0.9,0,0.57,0.9,0.9,0,0.9,0.9,0.241,0,0.9,0.9,0.9,1,1,1,0.876,0.876
219,0.9,0.9,0,0.553,0.9,0.9,0,0.9,0.9,0.258,0,0.9,0.9,0.9,1,1,1,0.895,0.895
220,0.9,0.9,0,0.546,0.9,0.9,0,0.9,0.9,0.284,0,0.9,0.9,0.9,1,1,1,0.871,0.871
221,0.9,0.9,0,0.547,0.9,0.9,0,0.9,0.9,0.348,0,0.9,0.9,0.9,1,1,1,0.939,0.939
222,0.9,0.9,0,0.564,0.9,0.9,0,0.9,0.9,0.356,0,0.9,0.9,0.9,1,1,1,0.952,0.952
223,0.9,0.9,0,0.582,0.9,0.9,0,0.9,0.9,0.291,0,0.9,0.9,0.9,1,1,1,0.981,0.981
224,0.9,0.9,0.013,0.3,0.9,0.9,0.011,0.9,0.9,0.313,0.009234,0.9,0.9,0.9,1,1,1,0.966,0.966
225,0.9,0.9,0.14,0.33,0.9,0.9,0.133,0.9,0.9,0.396,0.153088,0.9,0.9,0.9,1,1,1,0.939,0.939
226,0.9,0.9,0.34,0.202,0.9,0.9,0.301,0.9,0.9,0.332,0.247711,0.9,0.9,0.9,1,1,1,0.905,0.905
227,0.9,0.9,0.496,0.183,0.9,0.9,0.492,0.9,0.9,0.36,0.367884,0.9,0.9,0.9,1,1,1,0.863,0.863
228,0.9,0.9,0.555,0.172,0.9,0.9,0.453,0.9,0.9,0.366,0.420322,0.9,0.9,0.9,1,1,1,0.78,0.78
229,0.9,0.9,0.536,0.169,0.9,0.9,0.427,0.9,0.9,0.265,0.465527,0.9,0.9,0.9,1,1,1,0.686,0.686
230,0.9,0.9,0.372,0.138,0.9,0.9,0.376,0.9,0.9,0.214,0.421434,0.9,0.9,0.9,1,1,1,0.624,0.624
231,0.9,0.9,0.269,0.148,0.9,0.9,0.295,0.9,0.9,0.279,0.242665,0.9,0.9,0.9,1,1,1,0.617,0.617
232,0.9,0.9,0.097,0.081,0.9,0.9,0.106,0.9,0.9,0.299,0.074936,0.9,0.9,0.9,1,1,1,0.586,0.586
233,0.9,0.9,0.006,0.071,0.9,0.9,0.008,0.9,0.9,0.271,0.002198,0.9,0.9,0.9,1,1,1,0.424,0.424
234,0.9,0.9,0,0.073,0.9,0.9,0,0.9,0.9,0.266,0,0.9,0.9,0.9,1,1,1,0.383,0.383
235,0.9,0.9,0,0.07,0.9,0.9,0,0.9,0.9,0.275,0,0.9,0.9,0.9,1,1,1,0.375,0.375
236,0.9,0.9,0,0.088,0.9,0.9,0,0.9,0.9,0.26,0,0.9,0.9,0.9,1,1,1,0.249,0.249
237,0.9,0.9,0,0.045,0.9,0.9,0,0.9,0.9,0.292,0,0.9,0.9,0.9,1,1,1,0.202,0.202
238,0.9,0.9,0,0.027,0.9,0.9,0,0.9,0.9,0.239,0,0.9,0.9,0.9,1,1,1,0.189,0.189
239,0.9,0.9,0,0.045,0.9,0.9,0,0.9,0.9,0.228,0,0.9,0.9,0.9,1,1,1,0.217,0.217
240,0.9,0.9,0,0.078,0.9,0.9,0,0.9,0.9,0.246,0,0.9,0.9,0.9,1,1,1,0.185,0.185
241,0.9,0.9,0,0.081,0.9,0.9,0,0.9,0.9,0.235,0,0.9,0.9,0.9,1,1,1,0.14,0.14
242,0.9,0.9,0,0.09,0.9,0.9,0,0.9,0.9,0.253,0,0.9,0.9,0.9,1,1,1,0.157,0.157
243,0.9,0.9,0,0.086,0.9,0.9,0,0.9,0.9,0.219,0,0.9,0.9,0.9,1,1,1,0.132,0.132
244,0.9,0.9,0,0.081,0.9,0.9,0,0.9,0.9,0.213,0,0.9,0.9,0.9,1,1,1,0.1,0.1
245,0.9,0.9,0,0.043,0.9,0.9,0,0.9,0.9,0.17,0,0.9,0.9,0.9,1,1,1,0.087,0.087
246,0.9,0.9,0,0.038,0.9,0.9,0,0.9,0.9,0.181,0,0.9,0.9,0.9,1,1,1,0.047,0.047
247,0.9,0.9,0,0.029,0.9,0.9,0,0.9,0.9,0.142,0,0.9,0.9,0.9,1,1,1,0.028,0.028
248,0.9,0.9,0.009,0.038,0.9,0.9,0.003,0.9,0.9,0.124,0.010446,0.9,0.9,0.9,1,1,1,0.041,0.041
249,0.9,0.9,0.074,0.048,0.9,0.9,0.044,0.9,0.9,0.121,0.134815,0.9,0.9,0.9,1,1,1,0.041,0.041
250,0.9,0.9,0.121,0.05,0.9,0.9,0.098,0.9,0.9,0.095,0.293413,0.9,0.9,0.9,1,1,1,0.013,0.013
251,0.9,0.9,0.165,0.048,0.9,0.9,0.164,0.9,0.9,0.1,0.351076,0.9,0.9,0.9,1,1,1,0.016,0.016
252,0.9,0.9,0.144,0.053,0.9,0.9,0.197,0.9,0.9,0.097,0.303109,0.9,0.9,0.9,1,1,1,0.023,0.023
253,0.9,0.9,0.142,0.07,0.9,0.9,0.199,0.9,0.9,0.088,0.179966,0.9,0.9,0.9,1,1,1,0.069,0.069
254,0.9,0.9,0.105,0.049,0.9,0.9,0.134,0.9,0.9,0.086,0.110528,0.9,0.9,0.9,1,1,1,0.082,0.082
255,0.9,0.9,0.057,0.039,0.9,0.9,0.075,0.9,0.9,0.016,0.04372,0.9,0.9,0.9,1,1,1,0.087,0.087
256,0.9,0.9,0.022,0.016,0.9,0.9,0.029,0.9,0.9,0,0.018152,0.9,0.9,0.9,1,1,1,0.086,0.086
257,0.9,0.9,0.002,0.007,0.9,0.9,0.002,0.9,0.9,0,0.000399,0.9,0.9,0.9,1,1,1,0.099,0.099
258,0.9,0.9,0,0.034,0.9,0.9,0,0.9,0.9,0.009,0,0.9,0.9,0.9,1,1,1,0.084,0.084
259,0.9,0.9,0,0.045,0.9,0.9,0,0.9,0.9,0.007,0,0.9,0.9,0.9,1,1,1,0.062,0.062
260,0.9,0.9,0,0.047,0.9,0.9,0,0.9,0.9,0.017,0,0.9,0.9,0.9,1,1,1,0.058,0.058
261,0.9,0.9,0,0.059,0.9,0.9,0,0.9,0.9,0.024,0,0.9,0.9,0.9,1,1,1,0.077,0.077
262,0.9,0.9,0,0.058,0.9,0.9,0,0.9,0.9,0.049,0,0.9,0.9,0.9,1,1,1,0.098,0.098
263,0.9,0.9,0,0.072,0.9,0.9,0,0.9,0.9,0.035,0,0.9,0.9,0.9,1,1,1,0.134,0.134
264,0.9,0.9,0,0.063,0.9,0.9,0,0.9,0.9,0.035,0,0.9,0.9,0.9,1,1,1,0.133,0.133
265,0.9,0.9,0,0.077,0.9,0.9,0,0.9,0.9,0.074,0,0.9,0.9,0.9,1,1,1,0.161,0.161
266,0.9,0.9,0,0.089,0.9,0.9,0,0.9,0.9,0.027,0,0.9,0.9,0.9,1,1,1,0.183,0.183
267,0.9,0.9,0,0.097,0.9,0.9,0,0.9,0.9,0,0,0.9,0.9,0.9,1,1,1,0.17,0.17
268,0.9,0.9,0,0.109,0.9,0.9,0,0.9,0.9,0.015,0,0.9,0.9,0.9,1,1,1,0.242,0.242
269,0.9,0.9,0,0.126,0.9,0.9,0,0.9,0.9,0.057,0,0.9,0.9,0.9,1,1,1,0.214,0.214
270,0.9,0.9,0,0.108,0.9,0.9,0,0.9,0.9,0.052,0,0.9,0.9,0.9,1,1,1,0.288,0.288
271,0.9,0.9,0,0.201,0.9,0.9,0,0.9,0.9,0.038,0,0.9,0.9,0.9,1,1,1,0.288,0.288
272,0.9,0.9,0.011,0.161,0.9,0.9,0.008,0.9,0.9,0.02,0.007331,0.9,0.9,0.9,1,1,1,0.315,0.315
273,0.9,0.9,0.078,0.197,0.9,0.9,0.089,0.9,0.9,0.038,0.087281,0.9,0.9,0.9,1,1,1,0.392,0.392
274,0.9,0.9,0.2,0.223,0.9,0.9,0.248,0.9,0.9,0.052,0.222067,0.9,0.9,0.9,1,1,1,0.468,0.468
275,0.9,0.9,0.321,0.276,0.9,0.9,0.379,0.9,0.9,0.062,0.338562,0.9,0.9,0.9,1,1,1,0.382,0.382
276,0.9,0.9,0.411,0.355,0.9,0.9,0.432,0.9,0.9,0.038,0.357293,0.9,0.9,0.9,1,1,1,0.353,0.353
277,0.9,0.9,0.395,0.387,0.9,0.9,0.398,0.9,0.9,0.078,0.352605,0.9,0.9,0.9,1,1,1,0.385,0.385
278,0.9,0.9,0.323,0.297,0.9,0.9,0.3,0.9,0.9,0.061,0.309251,0.9,0.9,0.9,1,1,1,0.344,0.344
279,0.9,0.9,0.195,0.182,0.9,0.9,0.189,0.9,0.9,0.048,0.233021,0.9,0.9,0.9,1,1,1,0.269,0.269
280,0.9,0.9,0.07,0.074,0.9,0.9,0.08,0.9,0.9,0.026,0.060753,0.9,0.9,0.9,1,1,1,0.208,0.208
281,0.9,0.9,0.004,0.046,0.9,0.9,0.009,0.9,0.9,0.022,0.001401,0.9,0.9,0.9,1,1,1,0.132,0.132
282,0.9,0.9,0,0.045,0.9,0.9,0,0.9,0.9,0.023,0,0.9,0.9,0.9,1,1,1,0.097,0.097
283,0.9,0.9,0,0.053,0.9,0.9,0,0.9,0.9,0.013,0,0.9,0.9,0.9,1,1,1,0.074,0.074
284,0.9,0.9,0,0.052,0.9,0.9,0,0.9,0.9,0.029,0,0.9,0.9,0.9,1,1,1,0.041,0.041
285,0.9,0.9,0,0.041,0.9,0.9,0,0.9,0.9,0.03,0,0.9,0.9,0.9,1,1,1,0.015,0.015
286,0.9,0.9,0,0.039,0.9,0.9,0,0.9,0.9,0.025,0,0.9,0.9,0.9,1,1,1,0.041,0.041
287,0.9,0.9,0,0.035,0.9,0.9,0,0.9,0.9,0.051,0,0.9,0.9,0.9,1,1,1,0.043,0.043
288,0.9,0.9,0,0.039,0.9,0.9,0,0.9,0.9,0.036,0,0.9,0.9,0.9,1,1,1,0.05,0.05
289,0.9,0.9,0,0.044,0.9,0.9,0,0.9,0.9,0.062,0,0.9,0.9,0.9,1,1,1,0.039,0.039
290,0.9,0.9,0,0.046,0.9,0.9,0,0.9,0.9,0.072,0,0.9,0.9,0.9,1,1,1,0.036,0.036
291,0.9,0.9,0,0.046,0.9,0.9,0,0.9,0.9,0.071,0,0.9,0.9,0.9,1,1,1,0.023,0.023
292,0.9,0.9,0,0.049,0.9,0.9,0,0.9,0.9,0.056,0,0.9,0.9,0.9,1,1,1,0.023,0.023
293,0.9,0.9,0,0.084,0.9,0.9,0,0.9,0.9,0.04,0,0.9,0.9,0.9,1,1,1,0.028,0.028
294,0.9,0.9,0,0.098,0.9,0.9,0,0.9,0.9,0.033,0,0.9,0.9,0.9,1,1,1,0.036,0.036
295,0.9,0.9,0,0.083,0.9,0.9,0,0.9,0.9,0.038,0,0.9,0.9,0.9,1,1,1,0.065,0.065
296,0.9,0.9,0.013,0.077,0.9,0.9,0.011,0.9,0.9,0.027,0.004388,0.9,0.9,0.9,1,1,1,0.079,0.079
297,0.9,0.9,0.132,0.075,0.9,0.9,0.1,0.9,0.9,0.037,0.049153,0.9,0.9,0.9,1,1,1,0.099,0.099
298,0.9,0.9,0.328,0.078,0.9,0.9,0.263,0.9,0.9,0.034,0.080944,0.9,0.9,0.9,1,1,1,0.11,0.11
299,0.9,0.9,0.464,0.075,0.9,0.9,0.278,0.9,0.9,0.036,0.101098,0.9,0.9,0.9,1,1,1,0.095,0.095
300,0.9,0.9,0.503,0.061,0.9,0.9,0.251,0.9,0.9,0.035,0.12867,0.9,0.9,0.9,1,1,1,0.092,0.092
301,0.9,0.9,0.438,0.049,0.9,0.9,0.186,0.9,0.9,0.075,0.137238,0.9,0.9,0.9,1,1,1,0.095,0.095
302,0.9,0.9,0.297,0.017,0.9,0.9,0.111,0.9,0.9,0.055,0.113273,0.9,0.9,0.9,1,1,1,0.082,0.082
303,0.9,0.9,0.157,0.033,0.9,0.9,0.072,0.9,0.9,0.026,0.081199,0.9,0.9,0.9,1,1,1,0.077,0.077
304,0.9,0.9,0.054,0.029,0.9,0.9,0.031,0.9,0.9,0,0.034416,0.9,0.9,0.9,1,1,1,0.069,0.069
305,0.9,0.9,0.004,0.007,0.9,0.9,0.003,0.9,0.9,0.006,0.001398,0.9,0.9,0.9,1,1,1,0.055,0.055
306,0.9,0.9,0,0,0.9,0.9,0,0.9,0.9,0.049,0,0.9,0.9,0.9,1,1,1,0.051,0.051
307,0.9,0.9,0,0.013,0.9,0.9,0,0.9,0.9,0.067,0,0.9,0.9,0.9,1,1,1,0.037,0.037
308,0.9,0.9,0,0.056,0.9,0.9,0,0.9,0.9,0.062,0,0.9,0.9,0.9,1,1,1,0.05,0.05
309,0.9,0.9,0,0.093,0.9,0.9,0,0.9,0.9,0.047,0,0.9,0.9,0.9,1,1,1,0.05,0.05
310,0.9,0.9,0,0.122,0.9,0.9,0,0.9,0.9,0.025,0,0.9,0.9,0.9,1,1,1,0.079,0.079
311,0.9,0.9,0,0.239,0.9,0.9,0,0.9,0.9,0,0,0.9,0.9,0.9,1,1,1,0.102,0.102
312,0.9,0.9,0,0.327,0.9,0.9,0,0.9,0.9,0.006,0,0.9,0.9,0.9,1,1,1,0.109,0.109
313,0.9,0.9,0,0.336,0.9,0.9,0,0.9,0.9,0.008,0,0.9,0.9,0.9,1,1,1,0.211,0.211
314,0.9,0.9,0,0.367,0.9,0.9,0,0.9,0.9,0,0,0.9,0.9,0.9,1,1,1,0.365,0.365
315,0.9,0.9,0,0.372,0.9,0.9,0,0.9,0.9,0.026,0,0.9,0.9,0.9,1,1,1,0.4,0.4
316,0.9,0.9,0,0.35,0.9,0.9,0,0.9,0.9,0.031,0,0.9,0.9,0.9,1,1,1,0.389,0.389
317,0.9,0.9,0,0.329,0.9,0.9,0,0.9,0.9,0.088,0,0.9,0.9,0.9,1,1,1,0.341,0.341
318,0.9,0.9,0,0.288,0.9,0.9,0,0.9,0.9,0.067,0,0.9,0.9,0.9,1,1,1,0.291,0.291
319,0.9,0.9,0,0.229,0.9,0.9,0,0.9,0.9,0.06,0,0.9,0.9,0.9,1,1,1,0.269,0.269
320,0.9,0.9,0.005,0.234,0.9,0.9,0.002,0.9,0.9,0.075,0.005626,0.9,0.9,0.9,1,1,1,0.324,0.324
321,0.9,0.9,0.042,0.341,0.9,0.9,0.049,0.9,0.9,0.071,0.041501,0.9,0.9,0.9,1,1,1,0.353,0.353
322,0.9,0.9,0.088,0.257,0.9,0.9,0.083,0.9,0.9,0.1,0.063865,0.9,0.9,0.9,1,1,1,0.42,0.42
323,0.9,0.9,0.125,0.239,0.9,0.9,0.145,0.9,0.9,0.096,0.099241,0.9,0.9,0.9,1,1,1,0.468,0.468
324,0.9,0.9,0.134,0.195,0.9,0.9,0.162,0.9,0.9,0.091,0.124066,0.9,0.9,0.9,1,1,1,0.492,0.492
325,0.9,0.9,0.135,0.141,0.9,0.9,0.185,0.9,0.9,0.067,0.136918,0.9,0.9,0.9,1,1,1,0.535,0.535
326,0.9,0.9,0.096,0.094,0.9,0.9,0.086,0.9,0.9,0.073,0.112668,0.9,0.9,0.9,1,1,1,0.489,0.489
327,0.9,0.9,0.051,0.082,0.9,0.9,0.08,0.9,0.9,0.062,0.078651,0.9,0.9,0.9,1,1,1,0.299,0.299
328,0.9,0.9,0.018,0.062,0.9,0.9,0.034,0.9,0.9,0.034,0.028325,0.9,0.9,0.9,1,1,1,0.167,0.167
329,0.9,0.9,0.002,0.046,0.9,0.9,0.004,0.9,0.9,0.016,0.002595,0.9,0.9,0.9,1,1,1,0.12,0.12
330,0.9,0.9,0,0.052,0.9,0.9,0,0.9,0.9,0,0,0.9,0.9,0.9,1,1,1,0.103,0.103
331,0.9,0.9,0,0.034,0.9,0.9,0,0.9,0.9,0,0,0.9,0.9,0.9,1,1,1,0.071,0.071
332,0.9,0.9,0,0.016,0.9,0.9,0,0.9,0.9,0.003,0,0.9,0.9,0.9,1,1,1,0.051,0.051
333,0.9,0.9,0,0.016,0.9,0.9,0,0.9,0.9,0,0,0.9,0.9,0.9,1,1,1,0.032,0.032
334,0.9,0.9,0,0.018,0.9,0.9,0,0.9,0.9,0,0,0.9,0.9,0.9,1,1,1,0.046,0.046
335,0.9,0.9,0,0.034,0.9,0.9,0,0.9,0.9,0.025,0,0.9,0.9,0.9,1,1,1,0.048,0.048
336,0.9,0.9,0,0.022,0.9,0.9,0,0.9,0.9,0.041,0,0.9,0.9,0.9,1,1,1,0.058,0.058
337,0.9,0.9,0,0.006,0.9,0.9,0,0.9,0.9,0.049,0,0.9,0.9,0.9,1,1,1,0.063,0.063
338,0.9,0.9,0,0,0.9,0.9,0,0.9,0.9,0.066,0,0.9,0.9,0.9,1,1,1,0.072,0.072
339,0.9,0.9,0,0.039,0.9,0.9,0,0.9,0.9,0.062,0,0.9,0.9,0.9,1,1,1,0.077,0.077
340,0.9,0.9,0,0.041,0.9,0.9,0,0.9,0.9,0.07,0,0.9,0.9,0.9,1,1,1,0.08,0.08
341,0.9,0.9,0,0.047,0.9,0.9,0,0.9,0.9,0.075,0,0.9,0.9,0.9,1,1,1,0.085,0.085
342,0.9,0.9,0,0.035,0.9,0.9,0,0.9,0.9,0.097,0,0.9,0.9,0.9,1,1,1,0.086,0.086
343,0.9,0.9,0,0.037,0.9,0.9,0,0.9,0.9,0.111,0,0.9,0.9,0.9,1,1,1,0.122,0.122
344,0.9,0.9,0.013,0.046,0.9,0.9,0.004,0.9,0.9,0.108,0.011232,0.9,0.9,0.9,1,1,1,0.169,0.169
345,0.9,0.9,0.115,0.086,0.9,0.9,0.024,0.9,0.9,0.105,0.146073,0.9,0.9,0.9,1,1,1,0.202,0.202
346,0.9,0.9,0.26,0.099,0.9,0.9,0.073,0.9,0.9,0.104,0.372257,0.9,0.9,0.9,1,1,1,0.236,0.236
347,0.9,0.9,0.371,0.133,0.9,0.9,0.097,0.9,0.9,0.103,0.533225,0.9,0.9,0.9,1,1,1,0.261,0.261
348,0.9,0.9,0.374,0.13,0.9,0.9,0.097,0.9,0.9,0.103,0.626974,0.9,0.9,0.9,1,1,1,0.375,0.375
349,0.9,0.9,0.285,0.141,0.9,0.9,0.092,0.9,0.9,0.105,0.611364,0.9,0.9,0.9,1,1,1,0.533,0.533
350,0.9,0.9,0.165,0.135,0.9,0.9,0.082,0.9,0.9,0.091,0.461534,0.9,0.9,0.9,1,1,1,0.569,0.569
351,0.9,0.9,0.082,0.07,0.9,0.9,0.063,0.9,0.9,0.075,0.270246,0.9,0.9,0.9,1,1,1,0.509,0.509
352,0.9,0.9,0.031,0.116,0.9,0.9,0.031,0.9,0.9,0.065,0.042147,0.9,0.9,0.9,1,1,1,0.498,0.498
353,0.9,0.9,0.002,0.154,0.9,0.9,0.003,0.9,0.9,0.044,0.002395,0.9,0.9,0.9,1,1,1,0.4,0.4
354,0.9,0.9,0,0.168,0.9,0.9,0,0.9,0.9,0.024,0,0.9,0.9,0.9,1,1,1,0.408,0.408
355,0.9,0.9,0,0.166,0.9,0.9,0,0.9,0.9,0.036,0,0.9,0.9,0.9,1,1,1,0.437,0.437
356,0.9,0.9,0,0.188,0.9,0.9,0,0.9,0.9,0.049,0,0.9,0.9,0.9,1,1,1,0.378,0.378
357,0.9,0.9,0,0.266,0.9,0.9,0,0.9,0.9,0.055,0,0.9,0.9,0.9,1,1,1,0.378,0.378
358,0.9,0.9,0,0.26,0.9,0.9,0,0.9,0.9,0.057,0,0.9,0.9,0.9,1,1,1,0.485,0.485
359,0.9,0.9,0,0.204,0.9,0.9,0,0.9,0.9,0.076,0,0.9,0.9,0.9,1,1,1,0.585,0.585
360,0.9,0.9,0,0.351,0.9,0.9,0,0.9,0.9,0.092,0,0.9,0.9,0.9,1,1,1,0.544,0.544
361,0.9,0.9,0,0.514,0.9,0.9,0,0.9,0.9,0.079,0,0.9,0.9,0.9,1,1,1,0.543,0.543
362,0.9,0.9,0,0.543,0.9,0.9,0,0.9,0.9,0.052,0,0.9,0.9,0.9,1,1,1,0.639,0.639
363,0.9,0.9,0,0.553,0.9,0.9,0,0.9,0.9,0.04,0,0.9,0.9,0.9,1,1,1,0.808,0.808
364,0.9,0.9,0,0.558,0.9,0.9,0,0.9,0.9,0.045,0,0.9,0.9,0.9,1,1,1,0.868,0.868
365,0.9,0.9,0,0.584,0.9,0.9,0,0.9,0.9,0.07,0,0.9,0.9,0.9,1,1,1,0.932,0.932
366,0.9,0.9,0,0.644,0.9,0.9,0,0.9,0.9,0.1,0,0.9,0.9,0.9,1,1,1,0.989,0.989
367,0.9,0.9,0,0.692,0.9,0.9,0,0.9,0.9,0.116,0,0.9,0.9,0.9,1,1,1,0.997,0.997
368,0.9,0.9,0.001,0.754,0.9,0.9,0.001,0.9,0.9,0.149,0.0004,0.9,0.9,0.9,1,1,1,0.999,0.999
369,0.9,0.9,0.011,0.716,0.9,0.9,0.01,0.9,0.9,0.183,0.003997,0.9,0.9,0.9,1,1,1,1,1
370,0.9,0.9,0.021,0.702,0.9,0.9,0.037,0.9,0.9,0.354,0.009761,0.9,0.9,0.9,1,1,1,1,1
371,0.9,0.9,0.038,0.831,0.9,0.9,0.083,0.9,0.9,0.368,0.010175,0.9,0.9,0.9,1,1,1,1,1
372,0.9,0.9,0.057,0.991,0.9,0.9,0.105,0.9,0.9,0.349,0.011179,0.9,0.9,0.9,1,1,1,1,1
373,0.9,0.9,0.115,1,0.9,0.9,0.117,0.9,0.9,0.624,0.020294,0.9,0.9,0.9,1,1,1,1,1
374,0.9,0.9,0.137,1,0.9,0.9,0.123,0.9,0.9,0.663,0.031839,0.9,0.9,0.9,1,1,1,1,1
375,0.9,0.9,0.121,0.945,0.9,0.9,0.107,0.9,0.9,0.704,0.013227,0.9,0.9,0.9,1,1,1,1,1
376,0.9,0.9,0.058,0.812,0.9,0.9,0.048,0.9,0.9,0.8,0.00658,0.9,0.9,0.9,1,1,1,1,1
377,0.9,0.9,0.006,0.486,0.9,0.9,0.008,0.9,0.9,0.901,0.0002,0.9,0.9,0.9,1,1,1,1,1
378,0.9,0.9,0,0.243,0.9,0.9,0,0.9,0.9,0.958,0,0.9,0.9,0.9,1,1,1,1,1
379,0.9,0.9,0,0.23,0.9,0.9,0,0.9,0.9,0.99,0,0.9,0.9,0.9,1,1,1,0.999,0.999
380,0.9,0.9,0,0.222,0.9,0.9,0,0.9,0.9,1,0,0.9,0.9,0.9,1,1,1,1,1
381,0.9,0.9,0,0.381,0.9,0.9,0,0.9,0.9,1,0,0.9,0.9,0.9,1,1,1,1,1
382,0.9,0.9,0,0.588,0.9,0.9,0,0.9,0.9,1,0,0.9,0.9,0.9,1,1,1,1,1
383,0.9,0.9,0,0.653,0.9,0.9,0,0.9,0.9,1,0,0.9,0.9,0.9,1,1,1,1,1
384,0.9,0.9,0,0.719,0.9,0.9,0,0.9,0.9,1,0,0.9,0.9,0.9,1,1,1,1,1
385,0.9,0.9,0,0.719,0.9,0.9,0,0.9,0.9,0.998,0,0.9,0.9,0.9,1,1,1,1,1
386,0.9,0.9,0,0.687,0.9,0.9,0,0.9,0.9,0.921,0,0.9,0.9,0.9,1,1,1,1,1
387,0.9,0.9,0,0.656,0.9,0.9,0,0.9,0.9,0.349,0,0.9,0.9,0.9,1,1,1,1,1
388,0.9,0.9,0,0.5,0.9,0.9,0,0.9,0.9,0.129,0,0.9,0.9,0.9,1,1,1,1,1
389,0.9,0.9,0,0.487,0.9,0.9,0,0.9,0.9,0.1,0,0.9,0.9,0.9,1,1,1,1,1
390,0.9,0.9,0,0.611,0.9,0.9,0,0.9,0.9,0.101,0,0.9,0.9,0.9,1,1,1,1,1
391,0.9,0.9,0,0.656,0.9,0.9,0,0.9,0.9,0.141,0,0.9,0.9,0.9,1,1,1,1,1
392,0.9,0.9,0.012,0.696,0.9,0.9,0.011,0.9,0.9,0.145,0.009197,0.9,0.9,0.9,1,1,1,1,1
393,0.9,0.9,0.13,0.703,0.9,0.9,0.109,0.9,0.9,0.171,0.076224,0.9,0.9,0.9,1,1,1,1,1
394,0.9,0.9,0.279,0.629,0.9,0.9,0.243,0.9,0.9,0.209,0.138848,0.9,0.9,0.9,1,1,1,1,1
395,0.9,0.9,0.404,0.693,0.9,0.9,0.339,0.9,0.9,0.282,0.178708,0.9,0.9,0.9,1,1,1,1,1
396,0.9,0.9,0.398,0.783,0.9,0.9,0.38,0.9,0.9,0.383,0.190173,0.9,0.9,0.9,1,1,1,1,1
397,0.9,0.9,0.322,0.749,0.9,0.9,0.396,0.9,0.9,0.417,0.17472,0.9,0.9,0.9,1,1,1,1,1
398,0.9,0.9,0.26,0.75,0.9,0.9,0.34,0.9,0.9,0.608,0.211619,0.9,0.9,0.9,1,1,1,1,1
399,0.9,0.9,0.168,0.831,0.9,0.9,0.255,0.9,0.9,0.879,0.12058,0.9,0.9,0.9,1,1,1,1,1
400,0.9,0.9,0.06,0.88,0.9,0.9,0.137,0.9,0.9,0.881,0.051897,0.9,0.9,0.9,1,1,1,1,1
